"Cell"	"Cell_BROAD"	"Cell_COSMIC"	"Drug"	"LN_IC50"
"SIDM00523"	"ACH-000698"	907295	71748056	5.23529880031902
"SIDM00855"	"ACH-000375"	907298	71748056	0.266736620641547
"SIDM00856"	"ACH-000096"	907299	71748056	-0.424342215955559
"SIDM00553"	"ACH-002262"	907300	71748056	1.89566878209492
"SIDM00308"	"ACH-000074"	907311	71748056	-0.920612071861996
"SIDM01033"	"ACH-000486"	907312	71748056	2.10295945172782
"SIDM00555"	"ACH-000631"	907313	71748056	-1.3387550645781
"SIDM00556"	"ACH-000227"	907314	71748056	4.59432896484171
"SIDM01031"	"ACH-000855"	907317	71748056	1.78671961296526
"SIDM01030"	"ACH-000693"	907318	71748056	0.95170067079383
"SIDM01029"	"ACH-000873"	907319	71748056	4.47142919089415
"SIDM01027"	"ACH-000865"	907320	71748056	-0.863230009135063
"SIDM01026"	"ACH-000824"	907321	71748056	2.53652964766962
"SIDM00327"	"ACH-000754"	907322	71748056	3.05929080220828
"SIDM00329"	"ACH-000806"	907323	71748056	1.77383683098387
"SIDM00346"	"ACH-000301"	907783	71748056	-0.0941093940814292
"SIDM00297"	"ACH-002157"	907786	71748056	2.04883275634251
"SIDM00549"	"ACH-002267"	907787	71748056	0.485309876953388
"SIDM00683"	"ACH-000977"	907788	71748056	-1.05745771718592
"SIDM00342"	"ACH-000104"	907789	71748056	-1.00806558376444
"SIDM00839"	"ACH-000950"	907790	71748056	2.68892802217686
"SIDM00340"	"ACH-000204"	907791	71748056	-1.03768219627308
"SIDM00776"	"ACH-000501"	907792	71748056	1.37562165323365
"SIDM00660"	"ACH-000985"	907794	71748056	0.216582205665384
"SIDM00677"	"ACH-000007"	907795	71748056	1.33470405077657
"SIDM01219"	"ACH-002158"	907796	71748056	0.901279308832195
"SIDM00637"	"ACH-000583"	907799	71748056	1.1531327943005
"SIDM01246"	"ACH-002160"	908118	71748056	0.447126348779188
"SIDM00633"	"ACH-000759"	908120	71748056	0.0926111627475653
"SIDM00528"	"ACH-000934"	908121	71748056	2.19440960416641
"SIDM00272"	"ACH-000910"	908122	71748056	0.509152302542746
"SIDM00628"	"ACH-000849"	908123	71748056	1.28404202284298
"SIDM00337"	"ACH-000450"	908124	71748056	2.13751108613065
"SIDM00336"	"ACH-000881"	908125	71748056	0.66875022553003
"SIDM00526"	"ACH-000072"	908126	71748056	-0.298397278480897
"SIDM00625"	"ACH-000449"	908127	71748056	1.1704827068405
"SIDM00545"	"ACH-000987"	908128	71748056	4.66356434237685
"SIDM00335"	"ACH-000192"	908129	71748056	1.56170940180236
"SIDM00334"	"ACH-000879"	908130	71748056	2.38022891253558
"SIDM00525"	"ACH-000359"	908131	71748056	5.6669269594715
"SIDM00386"	"ACH-000391"	908134	71748056	0.642577355915059
"SIDM00387"	"ACH-000078"	908135	71748056	0.415861106295725
"SIDM00388"	"ACH-002272"	908136	71748056	-0.380913656957028
"SIDM00271"	"ACH-000351"	908138	71748056	1.5477768144395
"SIDM00260"	"ACH-002161"	908139	71748056	1.05637940501942
"SIDM00441"	"ACH-002273"	908141	71748056	-0.298142125022473
"SIDM00561"	"ACH-002274"	908142	71748056	1.20469274282675
"SIDM00438"	"ACH-002275"	908143	71748056	0.957469275730868
"SIDM00532"	"ACH-001125"	908144	71748056	0.942211218900574
"SIDM00504"	"ACH-001126"	908145	71748056	0.466006244010801
"SIDM00433"	"ACH-000795"	908146	71748056	0.0210813953657966
"SIDM00431"	"ACH-000918"	908147	71748056	0.0796999512357634
"SIDM01023"	"ACH-000006"	908148	71748056	0.208747563181975
"SIDM00623"	"ACH-002339"	908149	71748056	-0.528684047591729
"SIDM00222"	"ACH-000319"	908150	71748056	2.47044635238554
"SIDM00562"	"ACH-002163"	908151	71748056	3.93072043631831
"SIDM00640"	"ACH-000335"	908152	71748056	2.62106872773566
"SIDM00657"	"ACH-000045"	908156	71748056	-1.54731768787163
"SIDM00429"	"ACH-000938"	908158	71748056	-1.573062014734
"SIDM00641"	"ACH-000944"	908159	71748056	-0.349225924756566
"SIDM00244"	"ACH-002083"	908440	71748056	-0.937515205203071
"SIDM00655"	"ACH-001578"	908441	71748056	0.910094206870717
"SIDM01130"	"ACH-000395"	908443	71748056	0.564911645242681
"SIDM01146"	"ACH-000932"	908444	71748056	0.214390685470036
"SIDM01144"	"ACH-000303"	908445	71748056	4.71897990766946
"SIDM01145"	"ACH-000581"	908446	71748056	3.27859768625654
"SIDM00577"	"ACH-001603"	908447	71748056	-0.306274906802952
"SIDM00576"	"ACH-002290"	908448	71748056	-0.697406167223599
"SIDM00575"	"ACH-000200"	908449	71748056	-0.379027541663331
"SIDM00573"	"ACH-001606"	908450	71748056	-0.241141439385337
"SIDM00580"	"ACH-000168"	908451	71748056	-0.0661674898078698
"SIDM00574"	"ACH-001605"	908452	71748056	0.515774267559183
"SIDM01203"	"ACH-002291"	908454	71748056	0.817635048480994
"SIDM00572"	"ACH-000911"	908455	71748056	2.48261959148546
"SIDM00778"	"ACH-000403"	908457	71748056	-1.04301628728886
"SIDM00779"	"ACH-000491"	908458	71748056	1.09233433641334
"SIDM01127"	"ACH-000628"	908459	71748056	0.233450921990515
"SIDM00925"	"ACH-000638"	908460	71748056	3.80278449570184
"SIDM01147"	"ACH-000427"	908461	71748056	4.20263666656182
"SIDM00722"	"ACH-000092"	908462	71748056	4.00182961655266
"SIDM00755"	"ACH-000888"	908463	71748056	3.53400837328056
"SIDM00718"	"ACH-000860"	908465	71748056	1.38025122538691
"SIDM00651"	"ACH-000980"	908467	71748056	-0.0379853420484522
"SIDM00697"	"ACH-000830"	908469	71748056	1.34341999663032
"SIDM00720"	"ACH-000648"	908470	71748056	2.05263466626753
"SIDM00748"	"ACH-000015"	908471	71748056	1.77361423701975
"SIDM00749"	"ACH-000916"	908472	71748056	4.69454816314161
"SIDM00743"	"ACH-000448"	908473	71748056	2.25267499098778
"SIDM00740"	"ACH-000747"	908474	71748056	1.24685743466251
"SIDM00738"	"ACH-000282"	908475	71748056	2.73049710883988
"SIDM00758"	"ACH-001137"	908476	71748056	1.10478224726985
"SIDM00710"	"ACH-000394"	908480	71748056	-0.840298436168131
"SIDM00731"	"ACH-000399"	908481	71748056	1.08613915148765
"SIDM01129"	"ACH-000816"	908483	71748056	-0.175346486539205
"SIDM01117"	"ACH-002176"	909194	71748056	-0.553659487886634
"SIDM00567"	"ACH-000776"	909248	71748056	-0.2451365878827
"SIDM00457"	"ACH-000024"	909249	71748056	0.422832034507784
"SIDM00239"	"ACH-000159"	909250	71748056	0.683717704285307
"SIDM00463"	"ACH-000372"	909251	71748056	-0.0872170978779485
"SIDM00364"	"ACH-002059"	909252	71748056	-0.0801482553923591
"SIDM00363"	"ACH-000770"	909253	71748056	2.28153130428909
"SIDM01140"	"ACH-001374"	909255	71748056	-1.50919652606189
"SIDM00241"	"ACH-002179"	909256	71748056	-1.16913464853963
"SIDM00220"	"ACH-000962"	909257	71748056	0.0905630735218944
"SIDM00451"	"ACH-000937"	909260	71748056	-0.792567316272107
"SIDM00844"	"ACH-000654"	909262	71748056	-0.0796884911454536
"SIDM00359"	"ACH-000565"	909263	71748056	5.22626728269815
"SIDM00847"	"ACH-000169"	909264	71748056	0.66701107536472
"SIDM00447"	"ACH-000960"	909696	71748056	-0.541689494359351
"SIDM01092"	"ACH-002301"	909697	71748056	-0.257618278639388
"SIDM01090"	"ACH-000943"	909698	71748056	-0.423196023481757
"SIDM00352"	"ACH-000719"	909699	71748056	0.147405167291769
"SIDM00813"	"ACH-001182"	909701	71748056	-0.510990488543857
"SIDM00403"	"ACH-000636"	909702	71748056	-0.909070031030771
"SIDM01086"	"ACH-000874"	909703	71748056	-0.444724237583621
"SIDM00402"	"ACH-000473"	909704	71748056	2.01010642383617
"SIDM00401"	"ACH-000614"	909706	71748056	1.82029121947691
"SIDM01084"	"ACH-000410"	909707	71748056	4.74550452283699
"SIDM00351"	"ACH-002029"	909708	71748056	-0.605195825093679
"SIDM01080"	"ACH-000181"	909709	71748056	-0.672994935470457
"SIDM00383"	"ACH-002198"	909711	71748056	2.50728971446534
"SIDM00382"	"ACH-000609"	909712	71748056	0.153383942126541
"SIDM01079"	"ACH-000441"	909713	71748056	2.03051524591039
"SIDM00396"	"ACH-000112"	909715	71748056	-1.60966949790832
"SIDM01095"	"ACH-000833;ACH-001741;ACH-001189"	909716	71748056	1.41727163870647
"SIDM01112"	"ACH-000748"	909717	71748056	-0.0174769140459486
"SIDM01110"	"ACH-000361"	909719	71748056	4.12964045111609
"SIDM01109"	"ACH-000145"	909720	71748056	-0.126697710644972
"SIDM01108"	"ACH-000309"	909721	71748056	1.39558897188648
"SIDM01107"	"ACH-000465"	909723	71748056	3.60873444711071
"SIDM01105"	"ACH-000423"	909724	71748056	2.23362430768616
"SIDM01106"	"ACH-000822"	909725	71748056	3.04248966701336
"SIDM00392"	"ACH-000810"	909726	71748056	0.313864798192433
"SIDM01103"	"ACH-000665"	909728	71748056	1.12884482236298
"SIDM00379"	"ACH-002304"	909729	71748056	1.11316461392415
"SIDM01097"	"ACH-001193"	909731	71748056	1.65512199730334
"SIDM01113"	"ACH-000939"	909732	71748056	-0.0217676251564182
"SIDM00373"	"ACH-000974"	909735	71748056	0.404277507160574
"SIDM01180"	"ACH-000478"	909736	71748056	0.214059676527645
"SIDM01199"	"ACH-000493"	909737	71748056	-1.91177768717363
"SIDM01194"	"ACH-000420"	909738	71748056	0.0583033927414963
"SIDM01196"	"ACH-000422"	909739	71748056	2.51731581349036
"SIDM00781"	"ACH-001199"	909740	71748056	1.26922540922242
"SIDM00390"	"ACH-000664"	909742	71748056	-0.132629887812432
"SIDM01154"	"ACH-000953"	909743	71748056	-0.111060782495856
"SIDM00814"	"ACH-001401"	909744	71748056	3.03689602547761
"SIDM01155"	"ACH-000437"	909745	71748056	3.10937654959823
"SIDM00835"	"ACH-000489"	909746	71748056	6.19533938852015
"SIDM00812"	"ACH-000236"	909747	71748056	3.75676662609337
"SIDM00834"	"ACH-000470"	909748	71748056	0.858671951607611
"SIDM00420"	"ACH-000566"	909749	71748056	0.00241431931971637
"SIDM01164"	"ACH-000883"	909750	71748056	1.29888746345267
"SIDM00837"	"ACH-000958"	909751	71748056	2.11553013662407
"SIDM01168"	"ACH-001399"	909753	71748056	-1.19530466960711
"SIDM01175"	"ACH-002309"	909754	71748056	5.37369490107896
"SIDM00833"	"ACH-000421"	909755	71748056	2.28415908819412
"SIDM01159"	"ACH-002310"	909756	71748056	1.0367583560082
"SIDM00832"	"ACH-000680"	909757	71748056	4.41026400565216
"SIDM01178"	"ACH-002200"	909758	71748056	1.64222552124156
"SIDM01161"	"ACH-001274"	909759	71748056	4.70393915523197
"SIDM00782"	"ACH-000381"	909761	71748056	0.0874608457978705
"SIDM00252"	"ACH-001861"	909769	71748056	4.18737474338164
"SIDM00251"	"ACH-000949"	909770	71748056	2.86781208316025
"SIDM01172"	"ACH-000146"	909771	71748056	-0.145688382726659
"SIDM01205"	"ACH-002314"	909773	71748056	1.26425948986411
"SIDM00321"	"ACH-000430"	909774	71748056	1.62401800198387
"SIDM01191"	"ACH-000364"	909776	71748056	4.47503961376984
"SIDM00424"	"ACH-001680"	909777	71748056	1.91089449565044
"SIDM01186"	"ACH-000554"	909778	71748056	1.40166864696739
"SIDM01183"	"ACH-001417"	909779	71748056	2.19647942718671
"SIDM00317"	"ACH-000171"	909781	71748056	-1.30036469175385
"SIDM00412"	"ACH-001709"	909785	71748056	1.87688872970559
"SIDM00411"	"ACH-000332"	909904	71748056	2.60032212268492
"SIDM00316"	"ACH-000469"	909905	71748056	1.26964752227935
"SIDM00971"	"ACH-000828"	909907	71748056	1.42140396477203
"SIDM00235"	"ACH-000189"	909974	71748056	1.84611547148599
"SIDM00554"	"ACH-000524"	909975	71748056	1.7593808356329
"SIDM01018"	"ACH-000815"	909976	71748056	1.81966457449195
"SIDM00584"	"ACH-002142"	909977	71748056	0.984760833621156
"SIDM00479"	"ACH-000679"	910079	71748056	5.28899233877236
"SIDM01150"	"ACH-000416"	910399	71748056	3.9773595652515
"SIDM01247"	"ACH-002300"	910401	71748056	0.38203713067978
"SIDM00482"	"ACH-002302"	910544	71748056	1.96509562990632
"SIDM00467"	"ACH-002299"	910545	71748056	-1.20093632905892
"SIDM00469"	"ACH-000320"	910546	71748056	0.387079606304506
"SIDM00480"	"ACH-000704"	910548	71748056	1.70992870098919
"SIDM00477"	"ACH-000383"	910549	71748056	3.30155566368854
"SIDM00282"	"ACH-000998"	910554	71748056	2.56929091002617
"SIDM01248"	"ACH-001023"	910568	71748056	1.53172131520677
"SIDM00842"	"ACH-002219"	910569	71748056	0.0558899192892244
"SIDM00233"	"ACH-002058"	910687	71748056	-0.394422249553499
"SIDM00917"	"ACH-002218"	910688	71748056	-0.516632580273272
"SIDM00957"	"ACH-000350"	910689	71748056	3.24405456198165
"SIDM00142"	"ACH-000864"	910691	71748056	0.418609805687784
"SIDM00143"	"ACH-000803"	910692	71748056	0.740325098017442
"SIDM00343"	"ACH-002268"	910694	71748056	1.5521713909151
"SIDM00267"	"ACH-002312"	910695	71748056	1.72714129141994
"SIDM00794"	"ACH-001442"	910697	71748056	1.53791310271151
"SIDM00988"	"ACH-000792"	910698	71748056	1.79322192165974
"SIDM01233"	"ACH-000009"	910700	71748056	2.36999877795409
"SIDM01082"	"ACH-000188"	910701	71748056	0.076505268823126
"SIDM00899"	"ACH-000222"	910702	71748056	3.19809167951068
"SIDM00907"	"ACH-000440"	910703	71748056	-0.586263111387704
"SIDM00898"	"ACH-000248"	910704	71748056	0.163805644940197
"SIDM00287"	"ACH-002211"	910705	71748056	1.57224431237493
"SIDM00985"	"ACH-000245"	910706	71748056	-1.85584915163055
"SIDM00962"	"ACH-000432"	910710	71748056	0.432280164299656
"SIDM00306"	"ACH-000672"	910779	71748056	1.42316855385462
"SIDM00324"	"ACH-001674"	910780	71748056	0.836695869195251
"SIDM00901"	"ACH-000940"	910781	71748056	1.23051382005591
"SIDM00798"	"ACH-000201"	910784	71748056	0.108304930617366
"SIDM00569"	"ACH-002178"	910849	71748056	2.66476603966268
"SIDM01237"	"ACH-001021"	910850	71748056	3.00415858539931
"SIDM00810"	"ACH-000757"	910851	71748056	0.0650046768012169
"SIDM00928"	"ACH-000857"	910852	71748056	0.0421222142859306
"SIDM01228"	"ACH-001024"	910853	71748056	0.360168502003451
"SIDM01089"	"ACH-000371"	910861	71748056	1.07756928684543
"SIDM00744"	"ACH-000893"	910900	71748056	3.33178829285745
"SIDM01087"	"ACH-000348"	910903	71748056	-0.659954581840226
"SIDM01081"	"ACH-000238"	910904	71748056	4.0040974839818
"SIDM01197"	"ACH-000722"	910905	71748056	1.62325738977812
"SIDM01198"	"ACH-000567"	910906	71748056	-0.70592887318325
"SIDM01165"	"ACH-000155"	910907	71748056	2.91105385188408
"SIDM01187"	"ACH-000568"	910910	71748056	1.09344174200497
"SIDM01083"	"ACH-000254"	910911	71748056	1.87166967758764
"SIDM00943"	"ACH-000107"	910915	71748056	2.50682715756531
"SIDM00937"	"ACH-000832"	910916	71748056	1.60032178503272
"SIDM00895"	"ACH-002215"	910918	71748056	2.10472801195435
"SIDM00896"	"ACH-002214"	910919	71748056	-1.6742438626784
"SIDM00849"	"ACH-000429"	910920	71748056	1.99046777754386
"SIDM00801"	"ACH-000008"	910921	71748056	1.90726427063952
"SIDM00803"	"ACH-000411"	910922	71748056	-1.43588876636226
"SIDM00980"	"ACH-000948"	910924	71748056	3.12118816249388
"SIDM00995"	"ACH-001328"	910925	71748056	-0.547921729384594
"SIDM00989"	"ACH-000802"	910926	71748056	-0.774890096854444
"SIDM00933"	"ACH-000856"	910927	71748056	0.909804777416937
"SIDM00384"	"ACH-001642"	910930	71748056	-0.466229859298577
"SIDM00355"	"ACH-000062"	910931	71748056	2.5948735710455
"SIDM00543"	"ACH-002120"	910932	71748056	2.61831496763137
"SIDM00492"	"ACH-000269"	910933	71748056	0.922648609887037
"SIDM00502"	"ACH-000157"	910934	71748056	2.03426156618758
"SIDM00495"	"ACH-000697"	910935	71748056	-1.35392963555397
"SIDM00540"	"ACH-002234"	910936	71748056	1.50564659773396
"SIDM00285"	"ACH-001338"	910941	71748056	1.15437539183976
"SIDM00243"	"ACH-002288"	910942	71748056	-0.672417881414991
"SIDM00212"	"ACH-000464"	910943	71748056	1.88918173015819
"SIDM00211"	"ACH-002209"	910944	71748056	-0.217059536939342
"SIDM00446"	"ACH-000113"	910947	71748056	1.52372391353908
"SIDM00332"	"ACH-001819"	910948	71748056	0.652546253875532
"SIDM00932"	"ACH-000457"	910952	71748056	2.37823554203594
"SIDM01052"	"ACH-000308"	911905	71748056	2.92536097991614
"SIDM00681"	"ACH-000252"	917486	71748056	0.54138425926294
"SIDM00499"	"ACH-000956"	924100	71748056	-1.07438158463455
"SIDM00996"	"ACH-001307"	924102	71748056	0.908272212489116
"SIDM00992"	"ACH-000456"	924104	71748056	1.05149357892032
"SIDM00964"	"ACH-001453"	924105	71748056	-2.14190584612545
"SIDM00938"	"ACH-000902"	924106	71748056	2.82268365473377
"SIDM00935"	"ACH-002091"	924107	71748056	1.26612858858785
"SIDM00488"	"ACH-002345"	924108	71748056	3.31823077430104
"SIDM01064"	"ACH-000267"	924110	71748056	1.8961702646132
"SIDM00592"	"ACH-002244"	924111	71748056	0.79751830373337
"SIDM00496"	"ACH-001350"	924151	71748056	-0.0146573993775319
"SIDM00302"	"ACH-002149"	924186	71748056	-0.494962890294247
"SIDM00686"	"ACH-000293"	924187	71748056	1.17810378882257
"SIDM01210"	"ACH-002259"	924188	71748056	4.04871001760442
"SIDM00056"	"ACH-002148"	924238	71748056	-0.293845550626651
"SIDM00312"	"ACH-000183"	924239	71748056	-0.245791208598832
"SIDM00630"	"ACH-000876"	924240	71748056	2.90940799007669
"SIDM00759"	"ACH-000587"	924244	71748056	1.56397514121214
"SIDM01157"	"ACH-001400"	924247	71748056	0.355612972013975
"SIDM01173"	"ACH-000772"	924248	71748056	0.834683729814705
"SIDM00560"	"ACH-000678"	924250	71748056	1.58138844938147
"SIDM00529"	"ACH-000621"	925338	71748056	2.36853428146199
"SIDM01242"	"ACH-002162"	925339	71748056	0.34569091071124
"SIDM00247"	"ACH-000356"	925340	71748056	2.01819545738251
"SIDM01116"	"ACH-000789"	925341	71748056	-1.52579744851765
"SIDM00299"	"ACH-002271"	925343	71748056	1.82064700376983
"SIDM00242"	"ACH-002067"	925345	71748056	0.292891777012329
"SIDM01138"	"ACH-000139"	925346	71748056	1.97374931915472
"SIDM01136"	"ACH-000417"	925347	71748056	-0.0184810576020511
"SIDM01135"	"ACH-000060"	925348	71748056	0.193435100108988
"SIDM01088"	"ACH-000965"	930082	71748056	3.71210271201025
"SIDM00218"	"ACH-001384"	930083	71748056	4.64615220149699
"SIDM01093"	"ACH-000556"	930297	71748056	3.16376000990045
"SIDM00381"	"ACH-002020"	930298	71748056	5.51212144953509
"SIDM00484"	"ACH-001321"	930299	71748056	5.95491231538911
"SIDM00319"	"ACH-001704"	930301	71748056	3.19974737431509
"SIDM00325"	"ACH-000694"	946353	71748056	4.82420553870613
"SIDM00348"	"ACH-000488"	946354	71748056	2.72834402053909
"SIDM00328"	"ACH-000605"	946355	71748056	1.88250506820648
"SIDM00023"	"ACH-002311"	946356	71748056	1.28032390662357
"SIDM00410"	"ACH-002317"	946358	71748056	-0.112121901173699
"SIDM00963"	"ACH-000927"	946359	71748056	0.0702634302466752
"SIDM00481"	"ACH-000116"	946360	71748056	2.83464726923703
"SIDM00344"	"ACH-000596"	946361	71748056	-0.896838883177204
"SIDM00157"	"ACH-002261"	946363	71748056	-0.184947872775912
"SIDM00622"	"ACH-002224"	946367	71748056	3.13156911447107
"SIDM00732"	"ACH-002225"	946368	71748056	5.20080624372192
"SIDM00620"	"ACH-002226"	946369	71748056	0.169989377272503
"SIDM00542"	"ACH-002227"	946370	71748056	1.82771990371836
"SIDM00209"	"ACH-002228"	946372	71748056	0.256118250896212
"SIDM00208"	"ACH-002229"	946373	71748056	2.52262047826764
"SIDM00206"	"ACH-002231"	946377	71748056	0.737914418690729
"SIDM00920"	"ACH-000783"	946382	71748056	0.694860339460193
"SIDM00283"	"ACH-002221"	949088	71748056	0.821646695461466
"SIDM00918"	"ACH-000103"	949090	71748056	-0.455464096275231
"SIDM00892"	"ACH-000818"	949093	71748056	1.60108178213583
"SIDM00659"	"ACH-001118"	949094	71748056	-0.200250015156867
"SIDM00289"	"ACH-002241"	949153	71748056	-0.385394295807493
"SIDM00240"	"ACH-002180"	949154	71748056	1.8164333179383
"SIDM00261"	"ACH-002109"	949155	71748056	0.686414533631675
"SIDM00264"	"ACH-002105"	949156	71748056	0.721031288147028
"SIDM00262"	"ACH-002107"	949157	71748056	-0.513031997177481
"SIDM00266"	"ACH-002103"	949158	71748056	-0.376254346977958
"SIDM00201"	"ACH-002119"	949160	71748056	0.371168128654003
"SIDM00202"	"ACH-002118"	949161	71748056	2.0653727990988
"SIDM00205"	"ACH-002110"	949163	71748056	0.485139672824141
"SIDM00197"	"ACH-002115"	949164	71748056	1.04101254948681
"SIDM00198"	"ACH-002114"	949165	71748056	2.59425409153581
"SIDM00621"	"ACH-002113"	949166	71748056	0.485710608552089
"SIDM00195"	"ACH-002117"	949168	71748056	3.36202034800018
"SIDM00330"	"ACH-001355"	949170	71748056	-1.20218146867429
"SIDM00259"	"ACH-002278"	949171	71748056	2.62996057400059
"SIDM00258"	"ACH-002279"	949172	71748056	0.62204094376979
"SIDM00253"	"ACH-002284"	949173	71748056	0.537642813233588
"SIDM00156"	"ACH-002285"	949174	71748056	0.98098162873367
"SIDM00255"	"ACH-002282"	949175	71748056	5.35519337561592
"SIDM00254"	"ACH-002283"	949176	71748056	1.19606821523073
"SIDM00257"	"ACH-002280"	949177	71748056	0.73978067599133
"SIDM00256"	"ACH-002281"	949178	71748056	1.17214322643434
"SIDM00427"	"ACH-002194"	971773	71748056	0.129130340027578
"SIDM00454"	"ACH-000689"	971774	71748056	1.92304134787882
"SIDM00179"	"ACH-002165"	971777	71748056	0.0936891008402799
"SIDM00680"	"ACH-000957"	998189	71748056	2.89582312683911
"SIDM00485"	"ACH-000794"	1240121	71748056	3.76317113847598
"SIDM00501"	"ACH-001332"	1240122	71748056	2.30000238145739
"SIDM00487"	"ACH-000963"	1240123	71748056	0.412703847741452
"SIDM00955"	"ACH-000812"	1240125	71748056	4.40709110315794
"SIDM01045"	"ACH-000978"	1240127	71748056	3.42308939370113
"SIDM00861"	"ACH-000906"	1240128	71748056	0.594941909065518
"SIDM01040"	"ACH-000574"	1240129	71748056	2.25228500389658
"SIDM00129"	"ACH-002121"	1240130	71748056	-0.695869833720711
"SIDM00101"	"ACH-002126"	1240131	71748056	3.03627607400818
"SIDM00100"	"ACH-002127"	1240132	71748056	2.41751042782191
"SIDM00098"	"ACH-002129"	1240134	71748056	4.50551071037169
"SIDM00309"	"ACH-002131"	1240135	71748056	1.98055266287437
"SIDM00310"	"ACH-002132"	1240136	71748056	1.85076923696768
"SIDM00519"	"ACH-002135"	1240138	71748056	1.35722899231893
"SIDM00518"	"ACH-002136"	1240139	71748056	1.13993467726296
"SIDM00517"	"ACH-002239"	1240140	71748056	0.951960954759096
"SIDM00114"	"ACH-002335"	1240141	71748056	3.13543000270604
"SIDM00598"	"ACH-000843"	1240142	71748056	0.193045251813116
"SIDM01072"	"ACH-000878"	1240143	71748056	1.88734135864387
"SIDM01069"	"ACH-000667"	1240145	71748056	-0.480492152748105
"SIDM01067"	"ACH-000012"	1240146	71748056	4.09644226348548
"SIDM00672"	"ACH-000625"	1240147	71748056	1.88545334288471
"SIDM00667"	"ACH-002246"	1240149	71748056	-0.0698380667564588
"SIDM00666"	"ACH-000067"	1240150	71748056	1.09324823553643
"SIDM00665"	"ACH-000616"	1240151	71748056	0.0789084662850048
"SIDM01066"	"ACH-000650"	1240153	71748056	0.927124670319789
"SIDM00600"	"ACH-001528"	1240154	71748056	-0.228090708219835
"SIDM00602"	"ACH-000919"	1240155	71748056	0.910695402030006
"SIDM00617"	"ACH-000577"	1240157	71748056	1.16941721457944
"SIDM00615"	"ACH-000217"	1240159	71748056	4.91724875306898
"SIDM00614"	"ACH-000848"	1240160	71748056	-1.2232169240185
"SIDM00128"	"ACH-002249"	1240161	71748056	0.459138108090242
"SIDM00127"	"ACH-002250"	1240162	71748056	2.97737427857059
"SIDM00552"	"ACH-000607"	1240166	71748056	4.56787648485785
"SIDM00551"	"ACH-002263"	1240167	71748056	1.49065702690072
"SIDM00685"	"ACH-000819"	1240168	71748056	3.1003294078639
"SIDM00684"	"ACH-000595"	1240169	71748056	2.80947683273405
"SIDM01220"	"ACH-002269"	1240170	71748056	3.70187272460777
"SIDM00629"	"ACH-000573"	1240172	71748056	2.46340863947585
"SIDM00527"	"ACH-000935"	1240173	71748056	1.27265012100338
"SIDM00333"	"ACH-000988"	1240174	71748056	1.85760529614466
"SIDM00442"	"ACH-000058"	1240178	71748056	0.963197634770421
"SIDM00638"	"ACH-001360"	1240179	71748056	1.87822582307458
"SIDM00579"	"ACH-002277"	1240181	71748056	1.76292925711239
"SIDM00770"	"ACH-000559"	1240182	71748056	3.84942664883507
"SIDM00768"	"ACH-000894"	1240183	71748056	2.71027637661517
"SIDM00763"	"ACH-000434"	1240184	71748056	2.35468826362156
"SIDM00762"	"ACH-000414"	1240185	71748056	0.0508549855012108
"SIDM00761"	"ACH-000752"	1240186	71748056	1.30150136230299
"SIDM00753"	"ACH-000781"	1240187	71748056	3.78779751114303
"SIDM00704"	"ACH-000639"	1240189	71748056	1.08852701222836
"SIDM00137"	"ACH-000337"	1240190	71748056	1.17379626650252
"SIDM01125"	"ACH-000378"	1240191	71748056	1.24376904614312
"SIDM01134"	"ACH-000292"	1240192	71748056	0.321961653611879
"SIDM01149"	"ACH-001365"	1240193	71748056	-1.41070621065212
"SIDM00565"	"ACH-001626"	1240196	71748056	-0.484128335882195
"SIDM01141"	"ACH-000291"	1240197	71748056	2.17330632591391
"SIDM00564"	"ACH-000527"	1240198	71748056	0.969852428976034
"SIDM00466"	"ACH-000443"	1240199	71748056	3.02638734132897
"SIDM00465"	"ACH-002183"	1240200	71748056	0.223481863763307
"SIDM00453"	"ACH-000023"	1240201	71748056	0.413878071312984
"SIDM00361"	"ACH-002184"	1240202	71748056	-0.407848661720233
"SIDM00270"	"ACH-002294"	1240204	71748056	1.26130491022315
"SIDM00155"	"ACH-002296"	1240205	71748056	2.83475224594089
"SIDM00115"	"ACH-002298"	1240206	71748056	0.630386726327242
"SIDM00473"	"ACH-000619"	1240207	71748056	1.80291806913064
"SIDM00358"	"ACH-000144"	1240209	71748056	2.21353470282353
"SIDM00426"	"ACH-000100"	1240210	71748056	2.40598280158821
"SIDM00394"	"ACH-001650"	1240212	71748056	-0.1386136306543
"SIDM00377"	"ACH-001655"	1240215	71748056	-0.166034760999591
"SIDM01181"	"ACH-000221"	1240217	71748056	-1.03564175740756
"SIDM01188"	"ACH-000114"	1240218	71748056	1.14956440231087
"SIDM00371"	"ACH-000652"	1240219	71748056	1.10429995569815
"SIDM01162"	"ACH-001398"	1240220	71748056	0.821023602246015
"SIDM00419"	"ACH-000424"	1240221	71748056	1.88029479462675
"SIDM01169"	"ACH-000885"	1240222	71748056	-1.25881652528778
"SIDM00418"	"ACH-000716"	1240223	71748056	0.215672418322585
"SIDM00318"	"ACH-000484"	1240224	71748056	0.910524666418919
"SIDM00975"	"ACH-002206"	1240226	71748056	1.42783239064173
"SIDM01176"	"ACH-000059"	1247871	71748056	-1.03478959009615
"SIDM00046"	"ACH-000109"	1247873	71748056	0.788655813340598
"SIDM01240"	"ACH-001002"	1287706	71748056	2.45553786099701
