"Cell"	"Cell_BROAD"	"Cell_COSMIC"	"Drug"	"LN_IC50"
"SIDM00101"	"ACH-002126"	1240131	156422	5.33209346719008
"SIDM00100"	"ACH-002127"	1240132	156422	6.11223217525818
"SIDM00098"	"ACH-002129"	1240134	156422	6.26738067947274
"SIDM00309"	"ACH-002131"	1240135	156422	4.19634911947941
"SIDM00310"	"ACH-002132"	1240136	156422	3.77768978934107
"SIDM00311"	"ACH-002133"	1240137	156422	4.80369474135702
"SIDM00519"	"ACH-002135"	1240138	156422	5.04706869507589
"SIDM00518"	"ACH-002136"	1240139	156422	3.18977812266489
"SIDM00517"	"ACH-002239"	1240140	156422	5.90980233622247
"SIDM00114"	"ACH-002335"	1240141	156422	6.81284549731726
"SIDM00598"	"ACH-000843"	1240142	156422	5.58060272926418
"SIDM01072"	"ACH-000878"	1240143	156422	5.67768892546716
"SIDM01070"	"ACH-000840"	1240144	156422	3.84585588780402
"SIDM01069"	"ACH-000667"	1240145	156422	5.67298545888494
"SIDM01067"	"ACH-000012"	1240146	156422	6.3957959789183
"SIDM00672"	"ACH-000625"	1240147	156422	3.18746389403867
"SIDM00667"	"ACH-002246"	1240149	156422	4.92388072514454
"SIDM00666"	"ACH-000067"	1240150	156422	3.19954993904712
"SIDM00665"	"ACH-000616"	1240151	156422	6.24953278754776
"SIDM01066"	"ACH-000650"	1240153	156422	4.46131188720702
"SIDM00600"	"ACH-001528"	1240154	156422	5.04875533414988
"SIDM00602"	"ACH-000919"	1240155	156422	5.15561805348591
"SIDM00617"	"ACH-000577"	1240157	156422	6.05787140824634
"SIDM00616"	"ACH-000476"	1240158	156422	4.82119530279457
"SIDM00615"	"ACH-000217"	1240159	156422	5.96258270873646
"SIDM00614"	"ACH-000848"	1240160	156422	5.52359513731364
"SIDM00128"	"ACH-002249"	1240161	156422	2.04079856662334
"SIDM00127"	"ACH-002250"	1240162	156422	6.11650919260692
"SIDM00552"	"ACH-000607"	1240166	156422	5.05801211028732
"SIDM00551"	"ACH-002263"	1240167	156422	4.51608994560527
"SIDM00685"	"ACH-000819"	1240168	156422	5.18511357719375
"SIDM00684"	"ACH-000595"	1240169	156422	5.7538277911508
"SIDM01220"	"ACH-002269"	1240170	156422	4.89851280337601
"SIDM00629"	"ACH-000573"	1240172	156422	6.34325939497127
"SIDM00527"	"ACH-000935"	1240173	156422	5.22564770452524
"SIDM00333"	"ACH-000988"	1240174	156422	4.13861949467206
"SIDM00442"	"ACH-000058"	1240178	156422	5.32877615644865
"SIDM00638"	"ACH-001360"	1240179	156422	5.0915395226528
"SIDM00770"	"ACH-000559"	1240182	156422	4.71643051699206
"SIDM00763"	"ACH-000434"	1240184	156422	6.29145668248425
"SIDM00762"	"ACH-000414"	1240185	156422	6.01031839996542
"SIDM00761"	"ACH-000752"	1240186	156422	5.80692297242041
"SIDM00753"	"ACH-000781"	1240187	156422	6.25735385240867
"SIDM00704"	"ACH-000639"	1240189	156422	4.01080843385941
"SIDM00137"	"ACH-000337"	1240190	156422	6.10830254596842
"SIDM01125"	"ACH-000378"	1240191	156422	3.17301733309166
"SIDM01134"	"ACH-000292"	1240192	156422	5.78301553430405
"SIDM00565"	"ACH-001626"	1240196	156422	5.37335750337684
"SIDM01141"	"ACH-000291"	1240197	156422	6.83079206404816
"SIDM00564"	"ACH-000527"	1240198	156422	6.42877644014035
"SIDM00466"	"ACH-000443"	1240199	156422	8.07946066309604
"SIDM00465"	"ACH-002183"	1240200	156422	6.57169693300902
"SIDM00453"	"ACH-000023"	1240201	156422	5.15102748072507
"SIDM00361"	"ACH-002184"	1240202	156422	5.50297485353563
"SIDM00270"	"ACH-002294"	1240204	156422	3.66192630325464
"SIDM00115"	"ACH-002298"	1240206	156422	2.74664020278916
"SIDM00473"	"ACH-000619"	1240207	156422	3.5147842762029
"SIDM00358"	"ACH-000144"	1240209	156422	5.66004147935876
"SIDM00426"	"ACH-000100"	1240210	156422	3.60681253978597
"SIDM00394"	"ACH-001650"	1240212	156422	5.37306919440607
"SIDM00377"	"ACH-001655"	1240215	156422	6.33884958340062
"SIDM01181"	"ACH-000221"	1240217	156422	4.69810202858318
"SIDM01188"	"ACH-000114"	1240218	156422	6.14651595758721
"SIDM00371"	"ACH-000652"	1240219	156422	5.48154310481207
"SIDM01162"	"ACH-001398"	1240220	156422	3.31032583489398
"SIDM00419"	"ACH-000424"	1240221	156422	4.58937119999728
"SIDM01169"	"ACH-000885"	1240222	156422	5.67475218265213
"SIDM00418"	"ACH-000716"	1240223	156422	6.12544613198423
"SIDM00318"	"ACH-000484"	1240224	156422	5.44223373017679
"SIDM00975"	"ACH-002206"	1240226	156422	5.95800778237118
"SIDM01176"	"ACH-000059"	1247871	156422	4.41067980097982
"SIDM00046"	"ACH-000109"	1247873	156422	4.52891853719392
"SIDM01240"	"ACH-001002"	1287706	156422	3.06722444082883
"SIDM00462"	"ACH-000336"	1290455	156422	4.99687363781407
"SIDM00491"	"ACH-001443"	1290722	156422	5.66278762451031
"SIDM00078"	"ACH-000228"	1290725	156422	3.50318243797358
"SIDM00936"	"ACH-000142"	1290730	156422	5.35553465537468
"SIDM00929"	"ACH-000516"	1290765	156422	4.19847371872947
"SIDM00051"	"ACH-002092"	1290767	156422	1.91357584503068
"SIDM00050"	"ACH-002093"	1290768	156422	5.36180177399958
"SIDM00944"	"ACH-000249"	1290769	156422	6.54302771126416
"SIDM00199"	"ACH-002099"	1290795	156422	5.66021592739757
"SIDM00950"	"ACH-000243"	1290797	156422	5.66650154864361
"SIDM01002"	"ACH-000117"	1290798	156422	5.55155435504441
"SIDM00503"	"ACH-000633"	1290806	156422	5.81677283039795
"SIDM00858"	"ACH-000082"	1290807	156422	6.26221889163304
"SIDM00104"	"ACH-002123"	1290808	156422	5.32435118356353
"SIDM00103"	"ACH-002124"	1290809	156422	6.48458564683633
"SIDM00102"	"ACH-002125"	1290810	156422	5.95011413080833
"SIDM00099"	"ACH-002128"	1290812	156422	7.57678730941979
"SIDM00154"	"ACH-002130"	1290813	156422	5.70884891471159
"SIDM00520"	"ACH-002134"	1290814	156422	5.83110025089572
"SIDM00881"	"ACH-000352"	1290905	156422	4.91244457128092
"SIDM01068"	"ACH-000562"	1290908	156422	5.38847513189523
"SIDM01062"	"ACH-000643"	1290922	156422	4.76297257907964
"SIDM00994"	"ACH-000105"	1295740	156422	4.48715822632867
"SIDM00993"	"ACH-000838"	1295741	156422	4.56707809932243
"SIDM00510"	"ACH-002095"	1297438	156422	3.64583300924482
"SIDM00521"	"ACH-000743"	1297439	156422	4.86467152013903
"SIDM00946"	"ACH-000981"	1297446	156422	4.39206494041246
"SIDM01048"	"ACH-000821"	1297447	156422	4.88254650534833
"SIDM00859"	"ACH-001498"	1297449	156422	2.54704419858117
"SIDM00846"	"ACH-001086"	1298134	156422	3.92299866794687
"SIDM00670"	"ACH-000270"	1298136	156422	6.9174215912787
"SIDM00664"	"ACH-000178"	1298141	156422	6.73825571264641
"SIDM00663"	"ACH-000814"	1298144	156422	2.06532295433425
"SIDM00662"	"ACH-000135"	1298145	156422	4.22823247505127
"SIDM00586"	"ACH-000475"	1298146	156422	6.20394474976562
"SIDM00618"	"ACH-000620"	1298151	156422	4.27862888540281
"SIDM00690"	"ACH-002251"	1298156	156422	3.19021327597158
"SIDM01037"	"ACH-000711"	1298157	156422	4.61397285793365
"SIDM00126"	"ACH-002147"	1298160	156422	1.86251873907155
"SIDM00619"	"ACH-002397"	1298167	156422	4.17390135577412
"SIDM00611"	"ACH-000684"	1298168	156422	5.76420139407806
"SIDM00609"	"ACH-000250"	1298169	156422	4.67515970059188
"SIDM00604"	"ACH-001542"	1298215	156422	3.06810000103252
"SIDM00583"	"ACH-001107"	1298216	156422	5.07860557082919
"SIDM00582"	"ACH-000281"	1298218	156422	6.6965394878163
"SIDM00571"	"ACH-000108"	1298219	156422	5.77763651470148
"SIDM00550"	"ACH-002264"	1298222	156422	5.01551961593461
"SIDM00300"	"ACH-002156"	1298223	156422	5.24355157375539
"SIDM00341"	"ACH-000176"	1298226	156422	5.48693396036111
"SIDM00658"	"ACH-000852"	1298347	156422	5.05589815773541
"SIDM00750"	"ACH-000869"	1298348	156422	5.53695794137003
"SIDM00792"	"ACH-002170"	1298349	156422	5.13225746911996
"SIDM00754"	"ACH-000379"	1298350	156422	5.3079539760439
"SIDM00703"	"ACH-000929"	1298351	156422	4.60686352478079
"SIDM00700"	"ACH-001363"	1298352	156422	3.51562595562616
"SIDM00926"	"ACH-000924"	1298353	156422	5.15323680406704
"SIDM00723"	"ACH-000186"	1298356	156422	4.80422466756829
"SIDM00570"	"ACH-000674"	1298357	156422	6.91675790034262
"SIDM00568"	"ACH-000247"	1298358	156422	6.46635224614081
"SIDM00478"	"ACH-000544"	1298359	156422	5.84742109850953
"SIDM00566"	"ACH-001625"	1298362	156422	5.42983138199656
"SIDM00425"	"ACH-000663"	1298365	156422	5.65913105263947
"SIDM01139"	"ACH-000042"	1298475	156422	6.27729740457515
"SIDM01137"	"ACH-000235"	1298476	156422	8.30175105158682
"SIDM00455"	"ACH-000599"	1298526	156422	7.09223067605817
"SIDM00044"	"ACH-002295"	1298529	156422	6.22249491601325
"SIDM00043"	"ACH-002297"	1298531	156422	3.53378676668768
"SIDM00042"	"ACH-002186"	1298533	156422	4.37092925840294
"SIDM00360"	"ACH-000347"	1298534	156422	5.08993040637498
"SIDM00356"	"ACH-000482"	1298537	156422	5.68687072277662
"SIDM00354"	"ACH-000442"	1298538	156422	5.8779832122423
"SIDM00353"	"ACH-000505"	1298539	156422	6.56822317256014
"SIDM00350"	"ACH-001641"	1299050	156422	5.99330581734786
"SIDM00399"	"ACH-002315"	1299052	156422	6.32526767083917
"SIDM00375"	"ACH-002305"	1299059	156422	5.82316133960171
"SIDM00041"	"ACH-002306"	1299061	156422	3.50135104667572
"SIDM01156"	"ACH-000890"	1299062	156422	7.42076182268154
"SIDM00322"	"ACH-000561"	1299064	156422	5.33519808880101
"SIDM00040"	"ACH-002202"	1299069	156422	4.77934387451862
"SIDM01170"	"ACH-000048"	1299070	156422	5.27801400003094
"SIDM01077"	"ACH-000115"	1299075	156422	5.53641390935891
"SIDM00976"	"ACH-002205"	1299078	156422	5.92433243823119
"SIDM00974"	"ACH-002207"	1299080	156422	5.10005034460889
"SIDM00973"	"ACH-000827"	1299081	156422	5.45760036213516
"SIDM00854"	"ACH-000162"	1303896	156422	4.89511685633458
"SIDM01058"	"ACH-000073"	1303897	156422	5.56547983764691
"SIDM00879"	"ACH-000349"	1303900	156422	3.94785376836534
"SIDM01071"	"ACH-000515"	1303901	156422	3.57545516615623
"SIDM01261"	"ACH-002208"	1303911	156422	4.69702375280624
"SIDM00176"	"ACH-002094"	1303912	156422	6.01760435356663
"SIDM00508"	"ACH-001489"	1322212	156422	5.1330699832866
"SIDM00507"	"ACH-001490"	1322213	156422	2.92530145415209
"SIDM00668"	"ACH-002245"	1322218	156422	4.95523761055341
"SIDM00045"	"ACH-002141"	1322224	156422	4.00795496507247
"SIDM00428"	"ACH-000294"	1323913	156422	1.8173683917219
"SIDM01038"	"ACH-000357"	1327765	156422	1.98202362685705
"SIDM01036"	"ACH-000653"	1327766	156422	4.52587429352395
"SIDM00689"	"ACH-000151"	1327768	156422	2.85236117124384
"SIDM00688"	"ACH-002253"	1327769	156422	4.68824200435445
"SIDM01015"	"ACH-000326"	1327771	156422	4.58768140495023
"SIDM01011"	"ACH-002254"	1327773	156422	4.77460380370629
"SIDM01017"	"ACH-002255"	1327774	156422	4.67092852750357
"SIDM01006"	"ACH-000193"	1327775	156422	5.00547852817458
"SIDM01004"	"ACH-000983"	1330931	156422	4.83668954536626
"SIDM01034"	"ACH-001106"	1330933	156422	4.82762126127152
"SIDM00313"	"ACH-000702"	1330935	156422	5.01217852052303
"SIDM00631"	"ACH-001358"	1330941	156422	2.93977921526851
"SIDM00338"	"ACH-000439"	1330942	156422	5.01520453365329
"SIDM00437"	"ACH-000362"	1330947	156422	3.72692555979388
"SIDM00435"	"ACH-000369"	1330948	156422	2.21088629493067
"SIDM00434"	"ACH-000745"	1330950	156422	4.18999665308709
"SIDM01217"	"ACH-002276"	1330960	156422	3.38946531219109
"SIDM00646"	"ACH-000129"	1330964	156422	5.43243553215029
"SIDM00766"	"ACH-000586"	1330972	156422	5.10914997583109
"SIDM00711"	"ACH-000727"	1330973	156422	6.93404350561772
"SIDM01123"	"ACH-000177"	1330975	156422	3.08150911636496
"SIDM01201"	"ACH-002289"	1330981	156422	2.64270169362853
"SIDM00443"	"ACH-000287"	1330982	156422	2.96915032544205
"SIDM00461"	"ACH-000065"	1330983	156422	4.51752073290875
"SIDM00460"	"ACH-000124"	1330984	156422	2.79109856181663
"SIDM00458"	"ACH-000751"	1330985	156422	4.15383602344481
"SIDM00362"	"ACH-002293"	1330987	156422	3.9214563698755
"SIDM00450"	"ACH-000218"	1330991	156422	2.89017628557392
"SIDM01114"	"ACH-001383"	1330993	156422	5.11245477882559
"SIDM00449"	"ACH-000922"	1330994	156422	3.5453716106165
"SIDM00448"	"ACH-001638"	1330995	156422	5.3058733239151
"SIDM00415"	"ACH-001639"	1331025	156422	3.23608156934385
"SIDM00374"	"ACH-002062"	1331032	156422	5.13391410348895
"SIDM00389"	"ACH-000271"	1331033	156422	4.13874606649405
"SIDM00404"	"ACH-002307"	1331034	156422	3.58336203203278
"SIDM00405"	"ACH-000365"	1331035	156422	4.38274094354972
"SIDM00406"	"ACH-000660"	1331036	156422	3.68512076535212
"SIDM00407"	"ACH-000611"	1331037	156422	4.18917132692396
"SIDM00423"	"ACH-000656"	1331038	156422	4.22777276316478
"SIDM00422"	"ACH-001203"	1331039	156422	3.44624483846232
"SIDM00421"	"ACH-000226"	1331040	156422	3.92451098096437
"SIDM00323"	"ACH-002313"	1331045	156422	4.64316639179655
"SIDM00416"	"ACH-001703"	1331048	156422	4.01689171844084
"SIDM01102"	"ACH-002316"	1331049	156422	4.08220313316001
"SIDM00413"	"ACH-000534"	1331050	156422	4.28116268085185
"SIDM01118"	"ACH-002175"	1331055	156422	4.76602169306414
"SIDM00969"	"ACH-001063"	1479987	156422	5.23554155480634
"SIDM00968"	"ACH-002140"	1479988	156422	4.40608674637236
"SIDM00305"	"ACH-000132"	1479995	156422	4.31912327839128
"SIDM00304"	"ACH-002146"	1480358	156422	5.65576112315368
"SIDM00303"	"ACH-000584"	1480359	156422	1.94853833185863
"SIDM00474"	"ACH-000688"	1480360	156422	3.52625650115498
"SIDM00476"	"ACH-001373"	1480361	156422	2.96390391874565
"SIDM00475"	"ACH-000091"	1480362	156422	6.13073309955348
"SIDM00967"	"ACH-002181"	1480364	156422	6.41410595669958
"SIDM00966"	"ACH-002182"	1480367	156422	4.8444502089826
"SIDM00238"	"ACH-000947"	1480371	156422	5.65285391338508
"SIDM00472"	"ACH-001630"	1480372	156422	6.51042611239165
"SIDM00815"	"ACH-001418"	1480374	156422	3.98254983096986
"SIDM01041"	"ACH-001500"	1503361	156422	5.4872319649275
"SIDM00445"	"ACH-002292"	1503362	156422	5.59712380072799
"SIDM00444"	"ACH-001368"	1503363	156422	2.77838228663852
"SIDM00393"	"ACH-001653"	1503364	156422	5.57701716167408
"SIDM00483"	"ACH-001654"	1503365	156422	7.67416851769115
"SIDM00539"	"ACH-001496"	1503366	156422	5.03076961182234
"SIDM00538"	"ACH-001497"	1503367	156422	6.01392649362034
"SIDM00530"	"ACH-001544"	1503368	156422	5.4605513133258
"SIDM00048"	"ACH-002101"	1503369	156422	1.96335726505692
"SIDM00047"	"ACH-002102"	1503370	156422	5.66398427472294
"SIDM00250"	"ACH-000917"	1503371	156422	4.84494176358846
"SIDM01185"	"ACH-002204"	1503373	156422	5.81446564130471
"SIDM00231"	"ACH-002167"	1509073	156422	3.37670478598352
"SIDM00232"	"ACH-002168"	1509074	156422	4.14964464381739
"SIDM00819"	"ACH-002189"	1524414	156422	3.95624519389769
"SIDM00818"	"ACH-002190"	1524415	156422	1.8329609354162
"SIDM00817"	"ACH-002191"	1524416	156422	4.54214020900981
"SIDM00820"	"ACH-002188"	1524417	156422	4.94333018129127
"SIDM00821"	"ACH-002187"	1524418	156422	3.81999214879865
"SIDM00816"	"ACH-002192"	1524419	156422	4.08655115684938
"SIDM00608"	"ACH-000714"	1659817	156422	1.8988139130003
"SIDM01265"	"ACH-000763"	1659818	156422	4.43919754453471
"SIDM00459"	"ACH-001617"	1659819	156422	4.03516484928529
"SIDM00216"	"ACH-000989"	1659928	156422	4.87138302075719
"SIDM00215"	"ACH-000708"	1659929	156422	5.45963888765081
"SIDM00214"	"ACH-000955"	1660034	156422	5.91785391287455
"SIDM00194"	"ACH-000532"	1660035	156422	6.12864891669486
"SIDM00193"	"ACH-000991"	1660036	156422	4.55850631284358
"SIDM00498"	"ACH-000970"	1674021	156422	5.37621815843891
"SIDM00049"	"ACH-002233"	1789883	156422	5.16059214621816
"SIDM01132"	"ACH-001711"	683667	11624601	5.36212063925044
"SIDM00848"	"ACH-000052"	684052	11624601	5.24059929678447
"SIDM00263"	"ACH-002106"	684057	11624601	3.8862142300242
"SIDM00269"	"ACH-002108"	684059	11624601	4.88358285775086
"SIDM00203"	"ACH-002111"	684062	11624601	5.72454706479594
"SIDM01111"	"ACH-000087"	684072	11624601	4.26810751714495
"SIDM00909"	"ACH-000644"	687448	11624601	6.02517953471855
"SIDM00807"	"ACH-000905"	687452	11624601	5.73934420003943
"SIDM01085"	"ACH-000242"	687455	11624601	5.20139222646851
"SIDM01160"	"ACH-000384"	687457	11624601	5.82226607475573
"SIDM01190"	"ACH-000720"	687459	11624601	6.17053078969179
"SIDM00889"	"ACH-001333"	687505	11624601	5.30309973322984
"SIDM00905"	"ACH-001334"	687506	11624601	5.28780860063898
"SIDM00627"	"ACH-001359"	687514	11624601	5.70388397644057
"SIDM00982"	"ACH-000323"	687561	11624601	5.33276328458629
"SIDM00998"	"ACH-000137"	687562	11624601	4.36542886997998
"SIDM00799"	"ACH-000558"	687563	11624601	5.20318305689103
"SIDM00581"	"ACH-000738"	687568	11624601	6.34192308324866
"SIDM01171"	"ACH-000571"	687586	11624601	5.61492104411743
"SIDM01193"	"ACH-000040"	687588	11624601	6.04057416597501
"SIDM01189"	"ACH-000075"	687590	11624601	5.24126280091848
"SIDM00315"	"ACH-000570"	687592	11624601	3.44781199958158
"SIDM00924"	"ACH-000867"	687596	11624601	4.41821263322495
"SIDM00922"	"ACH-000392"	687777	11624601	6.13105691704556
"SIDM00512"	"ACH-000662"	687780	11624601	5.59239721335703
"SIDM00548"	"ACH-000769"	687787	11624601	4.7424667610314
"SIDM00734"	"ACH-000589"	687794	11624601	4.23997187741231
"SIDM00747"	"ACH-000744"	687798	11624601	5.89215932810512
"SIDM00746"	"ACH-000766"	687799	11624601	5.70223943229326
"SIDM00745"	"ACH-000035"	687800	11624601	5.92596673979843
"SIDM00742"	"ACH-000021"	687802	11624601	6.54802423888204
"SIDM00737"	"ACH-001362"	687804	11624601	4.73276898549249
"SIDM00769"	"ACH-000733"	687807	11624601	5.64907766117814
"SIDM00709"	"ACH-000451"	687812	11624601	5.15007498188441
"SIDM00716"	"ACH-000481"	687815	11624601	5.14080454107112
"SIDM00729"	"ACH-000447"	687816	11624601	6.05215555038926
"SIDM00727"	"ACH-000951"	687819	11624601	5.26726048455312
"SIDM00726"	"ACH-000875"	687820	11624601	6.49013190645329
"SIDM00724"	"ACH-000121"	687821	11624601	7.80363406494361
"SIDM01122"	"ACH-000853"	687829	11624601	5.46342347787011
"SIDM00509"	"ACH-000187"	687980	11624601	4.81861747238664
"SIDM00865"	"ACH-000530"	687983	11624601	5.78862213584054
"SIDM00522"	"ACH-000749"	687985	11624601	4.11478586652572
"SIDM00654"	"ACH-000866"	687995	11624601	5.38897418366689
"SIDM00653"	"ACH-000514"	687997	11624601	5.65515871847443
"SIDM00741"	"ACH-000431"	688006	11624601	4.31032248074831
"SIDM00760"	"ACH-000729"	688010	11624601	5.18077709801594
"SIDM00735"	"ACH-000298"	688011	11624601	4.19625276242186
"SIDM00706"	"ACH-000290"	688013	11624601	5.08364544940421
"SIDM00699"	"ACH-001138"	688014	11624601	5.78784013772051
"SIDM00733"	"ACH-000525"	688015	11624601	4.32638896010125
"SIDM00730"	"ACH-000610"	688018	11624601	6.31386875467677
"SIDM00719"	"ACH-001364"	688021	11624601	5.47442908510518
"SIDM00965"	"ACH-000800"	688023	11624601	5.2907426340271
"SIDM01128"	"ACH-000767"	688025	11624601	4.93997143743961
"SIDM01126"	"ACH-001599"	688026	11624601	5.33208553482805
"SIDM01121"	"ACH-000358"	688027	11624601	5.6398048967087
"SIDM01131"	"ACH-000355"	688031	11624601	2.42752743855917
"SIDM00713"	"ACH-000153"	688058	11624601	6.25258085879273
"SIDM01100"	"ACH-000366"	688086	11624601	4.24840103558782
"SIDM01099"	"ACH-000341"	688087	11624601	5.74204254976754
"SIDM01179"	"ACH-001702"	688121	11624601	6.15932599757531
"SIDM00320"	"ACH-001233"	713869	11624601	6.21244818190354
"SIDM00293"	"ACH-002052"	713878	11624601	5.11980977628286
"SIDM00368"	"ACH-000670"	713880	11624601	4.80088771100761
"SIDM00365"	"ACH-002196"	713885	11624601	4.29821358588406
"SIDM00294"	"ACH-001549"	713899	11624601	5.37028159879402
"SIDM01098"	"ACH-000149"	717431	11624601	4.81436127876946
"SIDM00715"	"ACH-000521"	722045	11624601	3.72289617646783
"SIDM00702"	"ACH-000311"	722046	11624601	4.76816213586368
"SIDM00739"	"ACH-000675"	722058	11624601	4.89271884604745
"SIDM01124"	"ACH-000945"	722066	11624601	5.55585217266386
"SIDM01184"	"ACH-000018"	724812	11624601	5.13268245582012
"SIDM01148"	"ACH-000050"	724825	11624601	4.40462758546061
"SIDM01101"	"ACH-000260"	724828	11624601	5.43640263043566
"SIDM00649"	"ACH-000510"	724831	11624601	5.1868103023314
"SIDM00708"	"ACH-000841"	724834	11624601	5.9490733055606
"SIDM01182"	"ACH-000522"	724838	11624601	5.4236971693984
"SIDM01174"	"ACH-001402"	724839	11624601	6.1712761646123
"SIDM01119"	"ACH-000775"	724855	11624601	5.35595230887802
"SIDM00921"	"ACH-000264"	724859	11624601	4.51674556531229
"SIDM00547"	"ACH-000438"	724863	11624601	5.08254328158646
"SIDM00645"	"ACH-000666"	724866	11624601	6.01155309254463
"SIDM00771"	"ACH-000496"	724868	11624601	4.6185742888365
"SIDM00669"	"ACH-000094"	724869	11624601	6.4976930957112
"SIDM00505"	"ACH-000601"	724870	11624601	5.65947187844796
"SIDM01078"	"ACH-000790"	724872	11624601	4.71885718899625
"SIDM00756"	"ACH-000886"	724873	11624601	5.31825089742386
"SIDM00728"	"ACH-000718"	724874	11624601	5.95316971648129
"SIDM01163"	"ACH-000677"	724878	11624601	6.98783008366255
"SIDM00347"	"ACH-000408"	735784	11624601	6.04708847090149
"SIDM00872"	"ACH-000859"	749709	11624601	4.41179418475381
"SIDM00866"	"ACH-000374"	749710	11624601	5.55882550256016
"SIDM00885"	"ACH-000111"	749711	11624601	3.30918260539778
"SIDM00884"	"ACH-000699"	749712	11624601	5.71162888403365
"SIDM00877"	"ACH-000196"	749713	11624601	4.49230609321933
"SIDM00874"	"ACH-000223"	749714	11624601	5.93199164860424
"SIDM00774"	"ACH-000691"	749715	11624601	4.90968017481334
"SIDM00772"	"ACH-000755"	749716	11624601	3.70943180331648
"SIDM00675"	"ACH-000276"	749717	11624601	6.43313217602839
"SIDM00172"	"ACH-002212"	753531	11624601	4.70919086497213
"SIDM00191"	"ACH-002090"	753533	11624601	4.90490229895881
"SIDM00990"	"ACH-000603"	753534	11624601	4.04870317488423
"SIDM00986"	"ACH-000548"	753535	11624601	4.32802700019061
"SIDM00489"	"ACH-002043"	753538	11624601	5.23124493856957
"SIDM00961"	"ACH-000210"	753539	11624601	5.11463044755168
"SIDM00939"	"ACH-000826"	753540	11624601	4.34863710970721
"SIDM00942"	"ACH-000518"	753541	11624601	5.21276894546342
"SIDM00175"	"ACH-002096"	753545	11624601	5.26359288940627
"SIDM00190"	"ACH-002097"	753546	11624601	5.4866437145737
"SIDM00953"	"ACH-001049"	753547	11624601	5.22281168948313
"SIDM00951"	"ACH-002222"	753548	11624601	4.30908655536858
"SIDM00207"	"ACH-002230"	753549	11624601	4.92290770558737
"SIDM00524"	"ACH-000703"	753551	11624601	4.4100482941684
"SIDM00970"	"ACH-002235"	753552	11624601	5.78614681874863
"SIDM00486"	"ACH-000563"	753554	11624601	5.4344171325273
"SIDM00278"	"ACH-000305"	753555	11624601	5.42891131887041
"SIDM01044"	"ACH-000585"	753556	11624601	5.78236365333118
"SIDM00188"	"ACH-002139"	753558	11624601	4.62311753726278
"SIDM00052"	"ACH-002243"	753559	11624601	4.09561268108762
"SIDM00591"	"ACH-002045"	753561	11624601	5.5569206219102
"SIDM00590"	"ACH-000472"	753562	11624601	4.50866656120603
"SIDM00632"	"ACH-002247"	753563	11624601	4.72225326652666
"SIDM00223"	"ACH-002144"	753564	11624601	4.53832042571256
"SIDM00230"	"ACH-002145"	753565	11624601	5.40612604658206
"SIDM00693"	"ACH-000396"	753566	11624601	6.07883667439682
"SIDM00606"	"ACH-000858"	753569	11624601	5.46241104132669
"SIDM00603"	"ACH-002260"	753570	11624601	3.49178323726723
"SIDM00301"	"ACH-000265"	753572	11624601	4.46615696739518
"SIDM01032"	"ACH-000823"	753573	11624601	4.40277500476504
"SIDM01028"	"ACH-000809"	753574	11624601	6.22709958584237
"SIDM01025"	"ACH-000637"	753575	11624601	5.93616730321326
"SIDM01024"	"ACH-000784"	753576	11624601	6.33158292818609
"SIDM00187"	"ACH-002150"	753577	11624601	4.02053263542931
"SIDM00186"	"ACH-002151"	753578	11624601	3.12297330875595
"SIDM00185"	"ACH-002152"	753579	11624601	4.57267359371041
"SIDM00184"	"ACH-002153"	753581	11624601	4.98681564886464
"SIDM00183"	"ACH-002154"	753582	11624601	5.21093780112407
"SIDM00182"	"ACH-002265"	753583	11624601	5.52681418370236
"SIDM00181"	"ACH-002266"	753584	11624601	4.74372936470079
"SIDM00180"	"ACH-002155"	753585	11624601	5.99120556351756
"SIDM00345"	"ACH-000627"	753586	11624601	4.90117820888812
"SIDM00296"	"ACH-002051"	753588	11624601	4.53946441500679
"SIDM00292"	"ACH-002077"	753589	11624601	7.02777294567187
"SIDM00339"	"ACH-000787"	753592	11624601	5.41587992811254
"SIDM00245"	"ACH-001958"	753594	11624601	4.68778295174722
"SIDM00053"	"ACH-002164"	753595	11624601	5.79917813694881
"SIDM00516"	"ACH-002166"	753596	11624601	4.09679965206928
"SIDM00751"	"ACH-000892"	753600	11624601	5.91610746103568
"SIDM00493"	"ACH-001075"	753604	11624601	3.99152895824956
"SIDM00927"	"ACH-000871"	753605	11624601	4.41127287060815
"SIDM01133"	"ACH-002177"	753607	11624601	3.20610501054295
"SIDM00237"	"ACH-000030"	753608	11624601	5.60303019243481
"SIDM00367"	"ACH-002197"	753610	11624601	5.38245541570201
"SIDM00391"	"ACH-000363"	753612	11624601	4.57130873140407
"SIDM00249"	"ACH-000353"	753614	11624601	3.57377394917608
"SIDM00417"	"ACH-000626"	753615	11624601	5.28333091042708
"SIDM01229"	"ACH-002217"	753616	11624601	4.38436530365387
"SIDM01009"	"ACH-000259"	753618	11624601	4.70790497735499
"SIDM00369"	"ACH-000647"	753621	11624601	5.62708140584974
"SIDM00349"	"ACH-000318"	753622	11624601	3.54334435561167
"SIDM00326"	"ACH-000452"	753623	11624601	6.07194675293731
"SIDM00934"	"ACH-000354"	753624	11624601	5.99741830594598
"SIDM00105"	"ACH-000001"	905933	11624601	4.87191259699637
"SIDM00088"	"ACH-000090"	905934	11624601	6.64251210289873
